,version,shots,queries,pre_mode,network,fields,num_pkts,seed,dataset,base_learner,noise_label,noise_ratio,curr_al_cycle,old_classes,new_classes,train_time,adaptation_acc_mean,adaptation_acc_std,adaptation_f1_all_macro_mean,adaptation_f1_all_macro_std,adaptation_f1_all_micro_mean,adaptation_f1_all_micro_std,adaptation_f1_new_macro_mean,adaptation_f1_new_macro_std,adaptation_f1_new_micro_mean,adaptation_f1_new_micro_std,adaptation_f1_old_macro_mean,adaptation_f1_old_macro_std,adaptation_f1_old_micro_mean,adaptation_f1_old_micro_std,adaptation_sc_mean,adaptation_sc_std,adaptation_db_mean,adaptation_db_std,pt_test_acc_mean,pt_test_acc_std,pt_test_f1_all_macro_mean,pt_test_f1_all_macro_std,pt_test_f1_all_micro_mean,pt_test_f1_all_micro_std
0,0,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,nn,True,0.3,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.8662499189376831,0.018323853611946106,0.8541487820648446,0.019417602198575634,0.8662500000000002,0.018323861189413336,0.77672403165548,0.029704749381563977,0.7791113140092292,0.0305587917714661,0.8799570322012997,0.01661415943383143,0.8998478143878262,0.013459517987751898,0.4045327603816986,0.20042763650417328,1.5996253425312283,0.45298348976955194,0.9965915083885193,0.0,0.9932130382587242,0.0,0.9965915371860222,0.0
1,1,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,nn,True,0.5,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.8735417127609253,0.03539888560771942,0.865560326048598,0.036077394617071004,0.8735416666666668,0.03539889259881194,0.7284758545138534,0.09204189378859827,0.7362661158674376,0.10139883401687186,0.9112551498935128,0.03101838525658383,0.9231846845195617,0.022149803291826493,0.38528990745544434,0.2215496003627777,1.683355923941376,0.5714533335562997,0.9964994192123413,0.0,0.9931300797670561,0.0,0.9964994165694282,0.0
2,0,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,iot_nid,nn,True,0.3,,"[0, 2, 3, 4, 6, 7, 9]","[1, 5, 8]",0.0,0.8184999227523804,0.02353721670806408,0.8115821786742176,0.02484570585065987,0.8185,0.02353720459187962,0.6505995474600121,0.10318916651234121,0.656349379222567,0.0958157883729637,0.880574734908877,0.014387045188860872,0.8933261821713743,0.010418198051846754,0.2564677298069,0.15357565879821777,2.1198302734473335,0.48197862262318036,0.9844031929969788,0.0,0.971198258336223,0.0,0.9844032010897327,0.0
3,1,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,iot_nid,nn,True,0.5,,"[0, 2, 3, 4, 6, 7, 9]","[1, 5, 8]",0.0,0.7911249995231628,0.050065428018569946,0.7854550117516489,0.04955255603154128,0.791125,0.050065425944457904,0.545768424043133,0.1287304475703612,0.5508424611227021,0.12479204689803036,0.8881778350552987,0.03600005538437389,0.8991178107545735,0.02570872819066233,0.2522524297237396,0.1585623174905777,2.2698091014802833,0.6211584415483508,0.9866847991943359,0.0,0.9743434751829915,0.0,0.9866848288779159,0.0
4,0,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,lr,True,0.3,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.9120833277702332,0.006640575360506773,0.8976441298861519,0.014086795919284677,0.9120833333333334,0.006640573937712191,0.7478875274192711,0.0603564179917701,0.8096716371555676,0.02225409954683237,0.9475629973751125,0.004197128158287851,0.9418503567732401,0.003342727757682654,0.4022073745727539,0.2026275098323822,1.6131616411307763,0.4754064211799853,0.9966222643852234,0.0,0.9932397637214088,0.0,0.9966222440582202,0.0
5,1,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,lr,True,0.5,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.9170832633972168,0.009895272552967072,0.9025140486458387,0.018732433011861373,0.9170833333333335,0.009895285072531599,0.7526706670838681,0.0687463006777672,0.8150640921021163,0.02501376096522046,0.9524618424998289,0.0069777982413197345,0.9465898651782222,0.00833847220120381,0.38633692264556885,0.21991842985153198,1.6639290030287874,0.544943410021924,0.9966222643852234,0.0,0.9932544333264731,0.0,0.9966222440582202,0.0
6,0,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,lr,True,0.3,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.7516666650772095,0.006497856695204973,0.7070874290960363,0.008807319226129533,0.7516666666666666,0.006497862896539312,0.472087325019792,0.008008741491462218,0.5523790817395469,0.009577775452679477,0.7658374551150973,0.009696121937758602,0.8061945397013911,0.00595308013475094,0.22382020950317383,0.10122103989124298,1.8487492448602914,0.2518779502013478,0.9719746708869934,0.0,0.828734429076046,0.0,0.9719746443778152,0.0
7,1,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,lr,True,0.5,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.7145000696182251,0.033045001327991486,0.6734599332283013,0.03338427001184594,0.7145,0.03304500298414604,0.4895881539171817,0.07813719505891036,0.5255333008049788,0.06105483518815856,0.7194278780560811,0.027573920104647553,0.7718647617546266,0.024081759261632665,0.256786972284317,0.06594809889793396,1.760337716438525,0.324960284849079,0.972148060798645,0.0,0.8424161209000074,0.0,0.9721480629600726,0.0
8,0,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,nn,True,0.3,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.7646666765213013,0.016878653317689896,0.7464191314656744,0.01892014857092182,0.7646666666666666,0.016878651868229573,0.7451158448191989,0.01920438043656699,0.6785980261141216,0.019393495832243347,0.746744953127293,0.022182264495804207,0.7913438655847285,0.01772240749006812,0.23243992030620575,0.08926597237586975,1.82885318006009,0.23438677481871242,0.9719153046607971,0.0,0.8304948676801546,0.0,0.9719153169680954,0.0
9,1,10,40,none,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,nn,True,0.5,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.7526665925979614,0.03866667300462723,0.7222202566189165,0.04834488655880869,0.7526666666666666,0.03866666666666666,0.5446485226909641,0.21285319119538096,0.5598840560579985,0.14497029298135164,0.7666131901009047,0.01223083053493933,0.8106253887529773,0.010139988391918504,0.2728945314884186,0.04892367124557495,1.6902805231442435,0.2751408335332265,0.9720796346664429,0.0,0.8403286104303244,0.0,0.9720796082565499,0.0
