,version,shots,queries,pre_mode,network,fields,num_pkts,seed,dataset,base_learner,noise_label,noise_ratio,curr_al_cycle,old_classes,new_classes,train_time,adaptation_acc_mean,adaptation_acc_std,adaptation_f1_all_macro_mean,adaptation_f1_all_macro_std,adaptation_f1_all_micro_mean,adaptation_f1_all_micro_std,adaptation_f1_new_macro_mean,adaptation_f1_new_macro_std,adaptation_f1_new_micro_mean,adaptation_f1_new_micro_std,adaptation_f1_old_macro_mean,adaptation_f1_old_macro_std,adaptation_f1_old_micro_mean,adaptation_f1_old_micro_std,adaptation_sc_mean,adaptation_sc_std,adaptation_db_mean,adaptation_db_std,pt_test_acc_mean,pt_test_acc_std,pt_test_f1_all_macro_mean,pt_test_f1_all_macro_std,pt_test_f1_all_micro_mean,pt_test_f1_all_micro_std
0,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,lr,False,0.0,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.815333366394043,0.005715470761060715,0.7928940866766666,0.00924376900762375,0.8153333333333332,0.005715476066494123,0.8188810431143961,0.01167330396965397,0.7584418027028309,0.01032450804076569,0.7863973475672341,0.011009198418971071,0.8343207829386812,0.006340968323400633,0.28268611431121826,0.011361089535057545,1.8431891034629078,0.10844870175947365,0.9721754193305969,0.0,0.8322749248559017,0.0,0.9721754448414818,0.0
1,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,lr,False,0.0,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.9079166650772095,0.009982614777982235,0.9004098175266713,0.016479192746641353,0.9079166666666666,0.00998262379225912,0.8316211974990896,0.06883974989169918,0.852606321251543,0.03402333810401079,0.9233393575358653,0.005015316357293941,0.9255994504089371,0.005381831664361449,0.41537588834762573,0.16958962380886078,1.6664523929828754,0.4155301466441243,0.9967758059501648,0.0,0.9934349655887552,0.0,0.9967757784192102,0.0
2,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,cic2018,nn,False,0.0,,"[0, 1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11]",0.0,0.9508333206176758,0.009279598481953144,0.9495886548290228,0.010283936943613674,0.9508333333333333,0.009279607271383371,0.9394451908180972,0.016456449111504234,0.9419280847327223,0.013694369319422136,0.9529698094993314,0.008725433870311786,0.9536834381026994,0.008354717731792341,0.4163329005241394,0.16817700862884521,1.6690877017274655,0.4177869576029044,0.9967758059501648,0.0,0.9934515833520179,0.0,0.9967757784192102,0.0
3,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,iot_nid,nn,False,0.0,,"[0, 2, 3, 4, 6, 7, 9]","[1, 5, 8]",0.0,0.831000030040741,0.02199999988079071,0.8269340797709793,0.023190571394611323,0.8310000000000001,0.021999999999999974,0.7820236094602873,0.03264272496790937,0.7817003314146171,0.03287007994519338,0.8461814241898471,0.019324306699868725,0.8529289016540682,0.01642122590878715,0.26365917921066284,0.1251951903104782,2.0891439222891366,0.5402347684340991,0.9841137528419495,0.0,0.9731982159014744,0.0,0.9841137408479482,0.0
4,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,iot_nid,lr,False,0.0,,"[0, 2, 3, 4, 6, 7, 9]","[1, 5, 8]",0.0,0.8665000200271606,0.015937386080622673,0.8650536569509161,0.017532273243857612,0.8664999999999999,0.015937377450509205,0.7694601326504777,0.026847843231874655,0.7615571904312122,0.030051702708348213,0.9060223102225325,0.01407187137558719,0.912551441514578,0.010617856264296711,0.26692238450050354,0.11893413960933685,2.0782402839634146,0.4684715915414618,0.9859696626663208,0.0,0.9706746649993966,0.0,0.9859696918099778,0.0
5,0,10,40,contrastive,UNet1D2D,"['PL', 'IAT', 'DIR', 'WIN', 'FLG', 'TTL']",20,0,edge_iiot,nn,False,0.0,,"[0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 14]","[6, 7, 10]",0.0,0.8220000267028809,0.014772332273423672,0.8030591237372068,0.01564936598374607,0.8219999999999998,0.014772346537440232,0.7012515439664815,0.046676258244661935,0.7763955247717076,0.02457792078044661,0.8285110186798882,0.011379397115334665,0.8312535499182466,0.014194288584538636,0.28600338101387024,0.008544646203517914,1.852350907569578,0.13359945892148328,0.9721389412879944,0.0,0.8320146874101196,0.0,0.9721389356662696,0.0
